dataset_id,TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT
97,485.53,3437.07,66,4,1745,9/5/2021 6:6:37,,,,ONLN,MOBILE,UN_PWD,ALLOW,99504,AK,5/25/2018 23:50:5,1995-10-16 00:00:00,4/15/2021 16:6:37,4/15/2021,SCHPMT,P2P_COMMIT,P2P,4/15/2021
98,407.31,3807.85,35,26,1052,12/18/2020 4:7:20,frontier communications of america  inc.,southwest,california,MOBL,,UN_PWD,ALLOW,75115,TX,,1992-07-23 00:00:00,2/22/2021 22:0:51,2/22/2021,SCHPMT,P2P_COMMIT,P2P,2/22/2021
99,490.66,2668.49,71,5,0,9/30/2021 8:56:55,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,59936,MT,5/21/2020 12:50:36,2021-11-27 00:00:00,2021-11-27 00:00:00,2021-11-27 00:00:00,SCHPMT,P2P_COMMIT,P2P,2021-11-27 00:00:00
100,472.37,45.3,62,2,62,3/9/2017 8:37:43,charter communications inc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,92065,CA,,1989-10-26 00:00:00,3/18/2021 22:37:43,3/18/2021,SCHPMT,P2P_COMMIT,P2P,3/18/2021
101,8.7,0,50,3,654,1/7/2021 15:50:45,at&t mobility llc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,30290,GA,,1998-12-01 00:00:00,6/29/2021 14:50:45,6/29/2021,SCHPMT,P2P_COMMIT,P2P,6/29/2021
102,0.01,3574.51,59,2,124,,cox communications inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85281,AZ,,2002-07-06 00:00:00,1/27/2021 11:1:40,1/27/2021,SCHPMT,P2P_COMMIT,P2P,1/27/2021
103,456.84,3052.11,39,3,1002,,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,91205,CA,,2019-08-01 00:00:00,1/18/2021 11:1:33,1/18/2021,SCHPMT,P2P_COMMIT,P2P,1/18/2021
104,489.32,4296.24,73,6,1675,12/3/2018 12:12:33,frontier communications of america  inc.,southeast,tennessee,ONLN,,UN_PWD,ALLOW,78332,TX,5/30/2020 23:7:36,1970-04-01 00:00:00,5/5/2021 19:12:33,5/5/2021,SCHPMT,P2P_COMMIT,P2P,5/5/2021
105,12.29,3313.31,45,3,61,,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,10552,NY,,1996-08-10 00:00:00,6/19/2021 5:10:44,6/19/2021,SCHPMT,P2P_COMMIT,P2P,6/19/2021
106,0.01,23302,64,2,352,2/14/2021 7:39:49,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77469,TX,6/8/2018 6:24:4,2014-10-27 00:00:00,1/15/2021 15:39:49,1/15/2021,SCHPMT,P2P_COMMIT,P2P,1/15/2021
107,1611.31,2364.79,66,82,210,5/31/2021 14:21:54,jab wireless,southwest,nevada,MOBL,DESKTOP,UN_PWD,ALLOW,27616,NC,5/7/2020 9:50:5,2002-04-21 00:00:00,3/31/2021 10:21:54,3/31/2021,SCHPMT,P2P_COMMIT,P2P,3/31/2021
108,496.24,10836.57,22,4,340,8/26/2021 12:10:22,maxihost llc,great lakes,ohio,ONLN,,UN_PWD,ALLOW,97205,OR,1/5/2020 14:30:15,1997-05-14 00:00:00,7/12/2021 10:10:22,7/12/2021,SCHPMT,P2P_COMMIT,P2P,7/12/2021
109,21.61,2233.06,61,5,94,11/25/2020 8:55:16,cox communications inc.,southwest,nevada,ONLN,DESKTOP,FACE_ID,ALLOW,21231,MD,6/8/2018 10:17:55,2001-08-26 00:00:00,3/8/2021 13:55:16,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021
110,41.12,0,53,8,1016,7/29/2018 19:22:44,t-mobile usa  inc.,southwest,california,ONLN,,UN_PWD,ALLOW,55436,MN,,2012-05-11 00:00:00,3/19/2021 19:22:44,3/19/2021,SCHPMT,P2P_COMMIT,P2P,3/19/2021
111,0.01,0,40,6,336,5/16/2020 10:14:34,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,60124,IL,,2016-07-14 00:00:00,4/3/2021 12:14:34,4/3/2021,SCHPMT,P2P_COMMIT,P2P,4/3/2021
112,5.11,0,61,8,707,5/18/2020 4:27:9,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89141,NV,,1998-10-03 00:00:00,1/3/2021 13:27:9,1/3/2021,SCHPMT,P2P_COMMIT,P2P,1/3/2021
113,486.02,0,70,6,157,12/15/2019 7:50:5,t-mobile usa  inc.,southeast,georgia,MOBL,DESKTOP,TOUCH_ID,ALLOW,53207,WI,,1992-03-17 00:00:00,7/20/2021 18:50:5,7/20/2021,SCHPMT,P2P_COMMIT,P2P,7/20/2021
114,0.01,0,52,3,14,12/11/2020 15:8:47,t-mobile usa  inc.,northeast,new york,ONLN,DESKTOP,UN_PWD,ALLOW,77302,TX,7/2/2019 2:49:10,2004-04-13 00:00:00,3/15/2021 5:8:47,3/15/2021,SCHPMT,P2P_COMMIT,P2P,3/15/2021
115,493.66,12434.52,40,4,0,2/9/2021 13:58:15,comcast,southeast,florida,MOBL,MOBILE,UN_PWD,ALLOW,98404,WA,5/27/2019 17:50:5,1980-10-04 00:00:00,3/18/2021 14:58:15,3/18/2021,SCHPMT,P2P_COMMIT,P2P,3/18/2021
116,471.86,0,48,3,157,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,91702,CA,8/8/2018 6:25:57,1998-08-31 00:00:00,3/11/2021 11:34:15,3/11/2021,SCHPMT,P2P_COMMIT,P2P,3/11/2021
117,469.97,4066.61,75,16,491,,cox communications inc.,southwest,nevada,MOBL,DESKTOP,UN_PWD,ALLOW,34761,FL,2/8/2020 12:45:37,1967-07-31 00:00:00,4/26/2021 5:39:14,4/26/2021,SCHPMT,P2P_COMMIT,P2P,4/26/2021
118,496.12,4651.55,37,4,0,3/13/2020 12:56:55,,,,ONLN,MOBILE,UN_PWD,ALLOW,33409,FL,,2003-10-23 00:00:00,6/19/2021 13:14:46,6/19/2021,SCHPMT,P2P_COMMIT,P2P,6/19/2021
119,193.45,9720.48,71,5,478,5/3/2018 7:57:41,centurylink communications  llc,southeast,florida,ONLN,MOBILE,AFA_PL,CHALLENGE_SUCCESS,87410,NM,,1991-06-27 00:00:00,6/15/2021 14:57:41,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021
120,26.55,2150.38,24,4,1257,,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92503,CA,8/8/2019 12:23:38,2002-12-23 00:00:00,1/7/2021 14:12:2,1/7/2021,SCHPMT,P2P_COMMIT,P2P,1/7/2021
121,493.23,3050.35,18,7,0,6/15/2021 12:7:10,,,,MOBL,DESKTOP,UN_PWD,ALLOW,44281,OH,5/16/2020 12:27:29,2002-09-22 00:00:00,5/21/2021 14:7:10,5/21/2021,SCHPMT,P2P_COMMIT,P2P,5/21/2021
122,494.41,3114.88,69,8,524,12/8/2020 19:29:44,t-mobile usa  inc.,mid atlantic,pennsylvania,ONLN,MOBILE,UN_PWD,ALLOW,95245,CA,5/14/2021 8:29:8,2017-10-20 00:00:00,7/1/2021 11:29:44,7/1/2021,SCHPMT,P2P_COMMIT,P2P,7/1/2021
123,485.74,2646.46,68,8,0,3/9/2019 6:56:55,,,,ONLN,MOBILE,UN_PWD,ALLOW,92705,CA,5/0/2020 16:26:48,1995-01-07 00:00:00,6/14/2021 15:14:46,6/14/2021,SCHPMT,P2P_COMMIT,P2P,6/14/2021
124,117.63,133.76,62,3,63,6/11/2020 10:31:31,,,,MOBL,MOBILE,UN_PWD,ALLOW,84096,UT,1/11/2019 6:58:56,1997-04-01 00:00:00,2/28/2021 12:31:31,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
125,0.9,21716.25,40,4,245,5/31/2019 4:13:53,comcast,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,32822,FL,,2018-12-17 00:00:00,3/26/2021 20:13:53,3/26/2021,SCHPMT,P2P_COMMIT,P2P,3/26/2021
126,6.47,0,60,7,31,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95838,CA,,1997-01-22 00:00:00,2/6/2021 20:55:59,2/6/2021,SCHPMT,P2P_COMMIT,P2P,2/6/2021
127,487.48,3580.05,72,8,0,6/11/2021 12:26:54,,,,ONLN,MOBILE,UN_PWD,ALLOW,77407,TX,5/21/2019 9:59:20,1992-08-30 00:00:00,6/28/2021 10:26:54,6/28/2021,SCHPMT,P2P_COMMIT,P2P,6/28/2021
128,22.45,22725.73,46,8,406,2/27/2017 5:38:20,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,33463,FL,,2010-02-04 00:00:00,5/15/2021 13:38:20,5/15/2021,SCHPMT,P2P_COMMIT,P2P,5/15/2021
129,501.94,43656.1,47,15,51,5/29/2018 10:33:27,comcast,southeast,florida,ONLN,DESKTOP,UN_PWD,ALLOW,98550,WA,,2013-04-12 00:00:00,7/21/2021 13:33:27,7/21/2021,SCHPMT,P2P_COMMIT,P2P,7/21/2021
130,344.84,0,34,3,54,3/18/2017 4:3:28,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,85044,AZ,,2016-07-20 00:00:00,2/16/2021 19:3:28,2/16/2021,SCHPMT,P2P_COMMIT,P2P,2/16/2021
131,488.49,27441.32,76,2,1835,11/16/2020 6:8:7,comcast,mountain,colorado,MOBL,MOBILE,UN_PWD,ALLOW,80010,CO,,1994-07-01 00:00:00,7/5/2021 13:8:7,7/5/2021,SCHPMT,P2P_COMMIT,P2P,7/5/2021
132,441.98,0,66,4,18,,,,,MOBL,MOBILE,FACE_ID,ALLOW,77379,TX,,1984-08-07 00:00:00,3/25/2021 8:0:51,3/25/2021,SCHPMT,P2P_COMMIT,P2P,3/25/2021
133,474.88,1946.09,60,10,44,11/13/2020 9:7:20,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78748,TX,,1987-02-09 00:00:00,7/13/2021 12:0:51,7/13/2021,SCHPMT,P2P_COMMIT,P2P,7/13/2021
134,480.69,878.73,44,16,2029,,comcast cable communications  llc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,32835,FL,,1998-07-08 00:00:00,4/30/2021 13:31:6,4/30/2021,SCHPMT,P2P_COMMIT,P2P,4/30/2021
135,0.01,0,46,4,224,2/12/2020 15:58:16,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,90056,CA,4/8/2018 17:47:8,2017-08-14 00:00:00,3/18/2021 19:58:16,3/18/2021,SCHPMT,P2P_COMMIT,P2P,3/18/2021
136,492.76,64570.47,45,5,521,,centurylink communications  llc,mountain,utah,MOBL,MOBILE,UN_PWD,ALLOW,78041,TX,5/6/2020 14:50:21,2005-10-02 00:00:00,5/17/2021 16:44:30,5/17/2021,SCHPMT,P2P_COMMIT,P2P,5/17/2021
137,138.14,0,45,3,809,11/18/2020 16:7:20,at&t mobility llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,78589,TX,,1981-02-28 00:00:00,2/25/2021 11:0:51,2/25/2021,SCHPMT,P2P_COMMIT,P2P,2/25/2021
138,0.01,0,61,2,103,2/21/2020 4:21:23,at&t mobility llc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,92618,CA,,2013-02-01 00:00:00,5/6/2021 8:21:23,5/6/2021,SCHPMT,P2P_COMMIT,P2P,5/6/2021
139,29.51,275160.68,89,13,705,,cellco partnership dba verizon wireless,great lakes,minnesota,ONLN,,FACE_ID,CHALLENGE_SUCCESS,77545,TX,,2004-08-12 00:00:00,5/8/2021 4:37:34,5/8/2021,SCHPMT,P2P_COMMIT,P2P,5/8/2021
140,872.75,14242.5,65,3,922,3/31/2021 1:7:20,stanford university,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,93313,CA,7/26/2018 13:30:12,1995-01-10 00:00:00,4/29/2021 8:0:51,4/29/2021,SCHPMT,P2P_COMMIT,P2P,4/29/2021
141,0.01,0,33,2,45,5/18/2021 17:12:26,at&t mobility llc,south central,texas,ONLN,,UN_PWD,ALLOW,91016,CA,,1983-09-09 00:00:00,6/3/2021 7:12:26,6/3/2021,SCHPMT,P2P_COMMIT,P2P,6/3/2021
142,490.85,2118.46,45,3,1122,,google  llc,pacific northwest,washington,ONLN,MOBILE,FACE_ID,ALLOW,98033,WA,11/14/2021 12:47:43,2001-03-11 00:00:00,6/2/2021 10:16:5,6/2/2021,SCHPMT,P2P_COMMIT,P2P,6/2/2021
143,0.01,0,60,6,535,12/13/2020 19:40:46,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,94547,CA,,1983-03-16 00:00:00,5/6/2021 12:40:46,5/6/2021,SCHPMT,P2P_COMMIT,P2P,5/6/2021
144,0.01,0,46,5,34,4/9/2017 4:28:23,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,80012,CO,,2017-06-10 00:00:00,6/30/2021 13:28:23,6/30/2021,SCHPMT,P2P_COMMIT,P2P,6/30/2021
145,490.87,1334.48,81,3,1231,3/16/2021 10:26:40,,,,MOBL,DESKTOP,UN_PWD,ALLOW,93723,CA,1/16/2021 11:50:5,1984-06-17 00:00:00,7/26/2021 13:26:40,7/26/2021,SCHPMT,P2P_COMMIT,P2P,7/26/2021
146,419.94,14382.15,61,3,89,,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,95472,CA,3/13/2019 11:58:15,1990-07-15 00:00:00,5/23/2021 2:12:17,5/23/2021,SCHPMT,P2P_COMMIT,P2P,5/23/2021
147,197.85,0,68,10,478,12/28/2017 9:42:45,comcast cable communications  llc,great lakes,minnesota,MOBL,MOBILE,UN_PWD,ALLOW,85342,AZ,,1995-10-09 00:00:00,6/8/2021 7:42:45,6/8/2021,SCHPMT,P2P_COMMIT,P2P,6/8/2021
148,488.13,2770.4,69,2,104,12/5/2021 12:32:48,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,55436,MN,,1987-06-05 00:00:00,4/25/2021 15:32:48,4/25/2021,SCHPMT,P2P_COMMIT,P2P,4/25/2021
149,488.72,4573.86,76,2,0,2/26/2021 8:21:8,,,,MOBL,,UN_PWD,ALLOW,75104,TX,,2003-02-14 00:00:00,3/2/2021 19:21:8,3/2/2021,SCHPMT,P2P_COMMIT,P2P,3/2/2021
150,474.45,0,62,3,1111,2/22/2020 12:0:35,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,70360,LA,,2002-02-27 00:00:00,1/26/2021 10:0:35,1/26/2021,SCHPMT,P2P_COMMIT,P2P,1/26/2021
151,459.02,0,70,4,16,,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,94509,CA,7/8/2019 16:6:19,2012-02-18 00:00:00,5/27/2021 17:9:16,5/27/2021,SCHPMT,P2P_COMMIT,P2P,5/27/2021
152,490.93,3341.27,43,4,0,12/11/2021 10:35:10,,,,MOBL,MOBILE,UN_PWD,ALLOW,20910,MD,12/1/2021 13:14:43,1991-06-28 00:00:00,4/20/2021 13:35:10,4/20/2021,SCHPMT,P2P_COMMIT,P2P,4/20/2021
153,7.52,4521.12,42,2,18,,t-mobile usa  inc.,pacific,hawaii,ONLN,MOBILE,UN_PWD,ALLOW,85043,AZ,,2012-10-14 00:00:00,2/23/2021 17:0:51,2/23/2021,SCHPMT,P2P_COMMIT,P2P,2/23/2021
154,488.58,6555.53,96,5,162,,cellco partnership dba verizon wireless,south central,texas,ONLN,MOBILE,FACE_ID,ALLOW,91307,CA,4/27/2018 11:38:20,1985-05-21 00:00:00,5/4/2021 12:5:3,5/4/2021,SCHPMT,P2P_COMMIT,P2P,5/4/2021
155,13.26,4310.63,40,9,96,11/14/2017 14:19:5,cellco partnership dba verizon wireless,south central,missouri,MOBL,MOBILE,FACE_ID,ALLOW,95677,CA,2/25/2017 8:55:24,1996-10-16 00:00:00,2/10/2021 15:19:5,2/10/2021,SCHPMT,P2P_COMMIT,P2P,2/10/2021
156,0.01,304.65,64,4,1056,1/24/2020 4:5:54,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,55805,MN,2/28/2019 7:32:35,1991-08-16 00:00:00,1/3/2021 10:5:54,1/3/2021,SCHPMT,P2P_COMMIT,P2P,1/3/2021
157,61.05,0,66,3,87,1/28/2021 20:7:20,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,95020,CA,,2014-04-27 00:00:00,6/13/2021 11:0:51,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021
158,3.5,1094.35,40,6,233,5/7/2021 7:6:34,cox communications inc.,southwest,nevada,ONLN,,FACE_ID,ALLOW,78045,TX,,1998-10-02 00:00:00,5/23/2021 0:6:34,5/23/2021,SCHPMT,P2P_COMMIT,P2P,5/23/2021
159,474.37,0,47,3,601,11/4/2019 4:7:20,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77375,TX,,2001-08-03 00:00:00,6/18/2021 8:0:51,6/18/2021,SCHPMT,P2P_COMMIT,P2P,6/18/2021
160,23.35,3438.53,64,19,489,4/14/2017 1:0:34,charter communications,southwest,california,MOBL,TABLET,TOUCH_ID,CHALLENGE_SUCCESS,78121,TX,2/3/2021 11:26:31,1978-07-17 00:00:00,7/2/2021 19:0:34,7/2/2021,SCHPMT,P2P_COMMIT,P2P,7/2/2021
161,179.89,26215.84,49,7,671,7/9/2017 6:3:31,southern new england telephone company and snet america  inc.,northeast,connecticut,ONLN,,FACE_ID,ALLOW,85142,AZ,,2000-07-01 00:00:00,2/1/2021 3:3:31,2/1/2021,SCHPMT,P2P_COMMIT,P2P,2/1/2021
162,486.81,2114.42,79,0,0,2/28/2021 19:43:29,,,,ONLN,,UN_PWD,ALLOW,32759,FL,5/25/2020 23:30:43,1996-01-29 00:00:00,6/7/2021 11:43:29,6/7/2021,SCHPMT,P2P_COMMIT,P2P,6/7/2021
163,493.32,4644.89,69,1,1331,,at&t mobility llc,pacific northwest,washington,MOBL,MOBILE,UN_PWD,ALLOW,60073,IL,4/24/2020 13:50:5,1987-07-01 00:00:00,3/30/2021 10:32:11,3/30/2021,SCHPMT,P2P_COMMIT,P2P,3/30/2021
164,427.43,26857.16,23,3,165,,cox communications inc.,southeast,florida,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,92065,CA,,1983-01-23 00:00:00,4/23/2021 16:0:51,4/23/2021,SCHPMT,P2P_COMMIT,P2P,4/23/2021
165,13.35,0,47,3,1028,2/16/2019 4:54:14,cellco partnership dba verizon wireless,southwest,nevada,MOBL,DESKTOP,UN_PWD,ALLOW,95687,CA,11/9/2019 13:1:13,2015-06-09 00:00:00,3/4/2021 11:54:14,3/4/2021,SCHPMT,P2P_COMMIT,P2P,3/4/2021
166,60.72,0,29,5,1323,5/27/2020 23:7:20,centurylink communications  llc,southwest,arizona,ONLN,DESKTOP,UN_PWD,ALLOW,55406,MN,,2006-12-10 00:00:00,5/6/2021 19:0:51,5/6/2021,SCHPMT,P2P_COMMIT,P2P,5/6/2021
167,491.85,2795.88,75,2,0,7/9/2021 15:26:25,,,,ONLN,,FACE_ID,ALLOW,89183,NV,,1995-12-25 00:00:00,4/15/2021 10:26:25,4/15/2021,SCHPMT,P2P_COMMIT,P2P,4/15/2021
168,164.33,0,42,9,969,5/14/2019 2:44:32,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,93703,CA,7/20/2020 7:8:28,1998-04-17 00:00:00,7/15/2021 9:44:32,7/15/2021,SCHPMT,P2P_COMMIT,P2P,7/15/2021
169,488.46,3171.62,80,4,2342,,t-mobile usa  inc.,southeast,georgia,ONLN,MOBILE,UN_PWD,ALLOW,90201,CA,8/28/2019 22:11:35,1991-07-01 00:00:00,1/5/2021 13:14:46,1/5/2021,SCHPMT,P2P_COMMIT,P2P,1/5/2021
170,489.04,65941.2,20,0,229,11/4/2021 0:6:44,comcast,south central,texas,ONLN,MOBILE,FACE_ID,ALLOW,90006,CA,5/11/2020 23:50:5,2009-04-02 00:00:00,4/23/2021 13:6:44,4/23/2021,SCHPMT,P2P_COMMIT,P2P,4/23/2021
171,477.84,65953.5,75,8,1,2/15/2020 4:16:30,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,53105,WI,,2019-02-27 00:00:00,7/31/2021 17:16:30,7/31/2021,SCHPMT,P2P_COMMIT,P2P,7/31/2021
172,3.4,2706.96,76,8,652,,cox communications inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,92692,CA,6/25/2021 6:45:37,2015-05-28 00:00:00,4/5/2021 19:28:39,4/5/2021,SCHPMT,P2P_COMMIT,P2P,4/5/2021
173,65.01,0,61,4,1931,5/15/2020 11:58:21,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,95834,CA,,1995-05-25 00:00:00,1/17/2021 21:58:21,1/17/2021,SCHPMT,P2P_COMMIT,P2P,1/17/2021
174,17.3,10450.75,47,17,44,5/19/2021 0:12:1,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85032,AZ,,1997-11-28 00:00:00,3/18/2021 18:12:1,3/18/2021,SCHPMT,P2P_COMMIT,P2P,3/18/2021
175,0.01,0,48,4,190,2/23/2020 10:20:3,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,32835,FL,,2003-08-10 00:00:00,6/1/2021 13:20:3,6/1/2021,SCHPMT,P2P_COMMIT,P2P,6/1/2021
176,0.01,0,23,7,134,5/9/2017 12:38:19,centurylink communications  llc,southwest,arizona,MOBL,,UN_PWD,ALLOW,85342,AZ,,1999-05-02 00:00:00,6/9/2021 15:38:19,6/9/2021,SCHPMT,P2P_COMMIT,P2P,6/9/2021
177,0.01,2886.35,87,10,44,,,,,MOBL,DESKTOP,UN_PWD,ALLOW,91792,CA,9/30/2020 3:30:17,1996-05-25 00:00:00,3/5/2021 7:39:41,3/5/2021,SCHPMT,P2P_COMMIT,P2P,3/5/2021
178,169.37,1933.45,56,2,147,1/3/2021 17:27:25,gigamonster,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,92618,CA,3/17/2020 13:13:39,2000-04-02 00:00:00,1/9/2021 10:27:25,1/9/2021,SCHPMT,P2P_COMMIT,P2P,1/9/2021
179,494.26,3864.02,68,5,555,5/22/2020 15:23:53,cablevision systems corp.,northeast,new york,MOBL,DESKTOP,UN_PWD,ALLOW,46260,IN,9/8/2019 13:9:25,2019-01-27 00:00:00,4/10/2021 8:23:53,4/10/2021,SCHPMT,P2P_COMMIT,P2P,4/10/2021
180,348.31,0,23,5,457,5/18/2020 4:3:34,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92376,CA,,1997-08-03 00:00:00,6/26/2021 6:3:34,6/26/2021,SCHPMT,P2P_COMMIT,P2P,6/26/2021
181,488.82,3104.4,30,2,0,6/27/2020 10:29:52,nexgen integrated communications llc,midwest,iowa,MOBL,MOBILE,AFA_PL,ALLOW,90221,CA,5/14/2020 12:43:14,2004-01-23 00:00:00,3/29/2021 17:29:52,3/29/2021,SCHPMT,P2P_COMMIT,P2P,3/29/2021
182,21.6,0,61,6,40,1/9/2017 4:7:20,,,,ONLN,MOBILE,UN_PWD,ALLOW,78521,TX,2/3/2020 6:29:27,2001-07-13 00:00:00,2/24/2021 14:0:51,2/24/2021,SCHPMT,P2P_COMMIT,P2P,2/24/2021
183,485.69,3874.02,32,4,0,12/9/2021 9:33:56,,,,MOBL,MOBILE,UN_PWD,ALLOW,56649,MN,5/16/2020 9:16:22,2004-10-01 00:00:00,2/28/2021 13:33:56,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
184,491.46,2475.02,39,7,1178,6/10/2021 7:39:11,,,,MOBL,MOBILE,UN_PWD,ALLOW,99603,AK,5/4/2020 13:16:42,1992-04-03 00:00:00,3/6/2021 17:39:11,3/6/2021,SCHPMT,P2P_COMMIT,P2P,3/6/2021
185,489.86,4534.17,57,8,80,6/30/2020 15:12:4,hz hosting ltd,mid atlantic,virginia,MOBL,MOBILE,FACE_ID,ALLOW,95377,CA,,2015-06-09 00:00:00,5/24/2021 6:12:4,5/24/2021,SCHPMT,P2P_COMMIT,P2P,5/24/2021
186,152.52,0,23,6,111,5/21/2020 14:15:35,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,80125,CO,,1999-11-09 00:00:00,2/23/2021 8:15:35,2/23/2021,SCHPMT,P2P_COMMIT,P2P,2/23/2021
187,6.89,2263.79,49,5,57,5/30/2021 4:43:58,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89139,NV,,1996-07-13 00:00:00,3/8/2021 10:43:58,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021
188,0.01,1807.43,39,7,0,9/15/2017 4:4:13,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77459,TX,,2001-05-21 00:00:00,5/23/2021 17:4:13,5/23/2021,SCHPMT,P2P_COMMIT,P2P,5/23/2021
189,782.15,52.68,60,2,1538,11/21/2017 9:10:15,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,92056,CA,4/6/2019 6:30:5,2011-04-14 00:00:00,1/22/2021 18:10:15,1/22/2021,SCHPMT,P2P_COMMIT,P2P,1/22/2021
190,486.08,4175.89,64,4,0,5/2/2020 8:54:48,,,,ONLN,,UN_PWD,ALLOW,30046,GA,5/0/2020 13:5:27,1996-01-18 00:00:00,5/2/2021 12:54:48,5/2/2021,SCHPMT,P2P_COMMIT,P2P,5/2/2021
191,550.1,3174.66,34,3,195,3/10/2017 10:7:20,lennar corporation,southeast,florida,ONLN,MOBILE,UN_PWD,ALLOW,55108,MN,,1980-08-27 00:00:00,8/28/2021 11:0:51,8/28/2021,SCHPMT,P2P_COMMIT,P2P,8/28/2021
192,0.01,0,61,4,370,1/18/2020 7:33:57,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,90621,CA,7/1/2020 6:45:37,2000-02-10 00:00:00,3/6/2021 8:33:57,3/6/2021,SCHPMT,P2P_COMMIT,P2P,3/6/2021
193,473.05,2089.89,65,11,919,12/18/2017 7:26:39,charter communications inc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,53220,WI,,1999-10-24 00:00:00,3/1/2021 13:26:39,3/1/2021,SCHPMT,P2P_COMMIT,P2P,3/1/2021
194,251.89,3753.77,70,17,735,,centurylink communications  llc,midwest,iowa,ONLN,,FACE_ID,ALLOW,7430,NJ,1/8/2021 7:15:4,1910-01-12 00:00:00,2/13/2021 10:14:4,2/13/2021,SCHPMT,P2P_COMMIT,P2P,2/13/2021
195,0.01,0,62,3,312,2/1/2020 9:32:54,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90004,CA,,2001-01-23 00:00:00,1/4/2021 13:32:54,1/4/2021,SCHPMT,P2P_COMMIT,P2P,1/4/2021
