TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT,FRAUD_NONFRAUD
341.64,10977.63,79,3,120,8/8/2021 11:37:26,centurylink communications  llc,northeast,new york,ONLN,DESKTOP,UN_PWD,ALLOW,33029,FL,3/2/2020 6:10:27,2002-11-01 00:00:00,1/15/2021 13:37:26,1/15/2021,SCHPMT,P2P_COMMIT,P2P,1/15/2021,Non-Fraud
18.28,9143.1,65,3,291,3/9/2021 14:47:26,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,33161,FL,5/30/2020 1:24:2,1997-11-16 00:00:00,3/8/2021 11:47:26,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021,Non-Fraud
0.01,2934.17,87,3,925,,charter communications inc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,84042,UT,,1986-08-26 00:00:00,1/15/2021 17:28:33,1/15/2021,SCHPMT,P2P_COMMIT,P2P,1/15/2021,Fraud
0.01,0,74,3,4,5/9/2017 13:7:20,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,80111,CO,,2000-02-09 00:00:00,6/4/2021 11:0:51,6/4/2021,SCHPMT,P2P_COMMIT,P2P,6/4/2021,Non-Fraud
1.18,1289.17,38,2,255,2/26/2021 20:55:41,cox communications inc.,southwest,arizona,MOBL,,FACE_ID,ALLOW,91744,CA,9/8/2017 2:53:51,1997-06-21 00:00:00,7/21/2021 9:55:41,7/21/2021,SCHPMT,P2P_COMMIT,P2P,7/21/2021,Non-Fraud
59.5,6099.64,77,40,1389,5/29/2017 14:7:20,cox communications inc.,southwest,nevada,MOBL,MOBILE,AFA_PL,ALLOW,95304,CA,,2016-10-08 00:00:00,7/18/2021 17:0:51,7/18/2021,SCHPMT,P2P_COMMIT,P2P,7/18/2021,Non-Fraud
582.07,35790.25,64,4,196,5/19/2021 1:57:11,,,,ONLN,MOBILE,UN_PWD,ALLOW,99208,WA,,2016-08-23 00:00:00,6/26/2021 9:57:11,6/26/2021,SCHPMT,P2P_COMMIT,P2P,6/26/2021,Non-Fraud
488.41,780.4,64,8,886,,,,,ONLN,MOBILE,UN_PWD,ALLOW,68524,NE,,2003-10-11 00:00:00,5/19/2021 11:37:9,5/19/2021,SCHPMT,P2P_COMMIT,P2P,5/19/2021,Fraud
358.13,3090,76,7,29,12/15/2017 9:53:46,colombia mvil,unknown,antioquia,ONLN,DESKTOP,UN_PWD,ALLOW,55042,MN,,1993-04-13 00:00:00,5/15/2021 13:53:46,5/15/2021,SCHPMT,P2P_COMMIT,P2P,5/15/2021,Fraud
350.88,8262.59,96,43,428,3/16/2020 11:48:53,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,94579,CA,,2000-11-29 00:00:00,3/11/2021 7:48:53,3/11/2021,SCHPMT,P2P_COMMIT,P2P,3/11/2021,Non-Fraud
0.01,0,45,3,343,10/20/2019 11:4:28,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,94506,CA,7/8/2020 6:43:2,2004-10-02 00:00:00,2/9/2021 12:4:28,2/9/2021,SCHPMT,P2P_COMMIT,P2P,2/9/2021,Non-Fraud
488.58,4635.98,25,2,0,6/29/2020 9:53:37,,,,ONLN,MOBILE,UN_PWD,ALLOW,92870,CA,5/0/2020 12:54:30,1996-02-11 00:00:00,7/5/2021 15:53:37,7/5/2021,SCHPMT,P2P_COMMIT,P2P,7/5/2021,Fraud
0.01,356.32,44,3,1194,5/18/2017 21:7:20,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,59858,MT,,1990-08-06 00:00:00,3/19/2021 16:0:51,3/19/2021,SCHPMT,P2P_COMMIT,P2P,3/19/2021,Non-Fraud
30.68,49141.88,68,10,862,,at&t mobility llc,pacific northwest,washington,MOBL,MOBILE,FACE_ID,ALLOW,8880,NJ,,2001-12-25 00:00:00,3/22/2021 13:42:21,3/22/2021,SCHPMT,P2P_COMMIT,P2P,3/22/2021,Non-Fraud
69.29,0,60,10,308,9/13/2020 14:59:38,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,85201,AZ,,2016-01-05 00:00:00,1/13/2021 3:59:38,1/13/2021,SCHPMT,P2P_COMMIT,P2P,1/13/2021,Non-Fraud
376.79,0,73,6,149,,cox communications inc.,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,53081,WI,3/8/2019 6:43:28,2018-02-26 00:00:00,3/18/2021 19:28:57,3/18/2021,SCHPMT,P2P_COMMIT,P2P,3/18/2021,Non-Fraud
2.77,1286.97,53,2,653,,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95825,CA,9/8/2020 8:12:10,1999-04-18 00:00:00,5/4/2021 13:51:22,5/4/2021,SCHPMT,P2P_COMMIT,P2P,5/4/2021,Non-Fraud
377.88,8992.88,44,7,166,5/24/2020 15:10:29,t-mobile usa  inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,80134,CO,10/31/2019 19:9:15,2013-05-07 00:00:00,1/24/2021 10:10:29,1/24/2021,SCHPMT,P2P_COMMIT,P2P,1/24/2021,Non-Fraud
5.98,48577.15,76,9,635,1/4/2020 12:30:35,cox communications inc.,southwest,california,ONLN,DESKTOP,FACE_ID,ALLOW,95814,CA,12/29/2020 6:50:1,1932-08-11 00:00:00,3/3/2021 5:30:35,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021,Non-Fraud
494.07,2619.64,68,0,0,,,,,ONLN,DESKTOP,UN_PWD,ALLOW,86335,AZ,,1988-01-12 00:00:00,4/16/2021 10:33:40,4/16/2021,SCHPMT,P2P_COMMIT,P2P,4/16/2021,Fraud
46.81,0,68,6,405,,comcast,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,53207,WI,,2016-12-01 00:00:00,2/5/2021 14:47:16,2/5/2021,SCHPMT,P2P_COMMIT,P2P,2/5/2021,Non-Fraud
23.79,0,65,5,1916,3/18/2017 7:7:20,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,91739,CA,,1982-07-25 00:00:00,3/11/2021 17:0:51,3/11/2021,SCHPMT,P2P_COMMIT,P2P,3/11/2021,Non-Fraud
0.01,0,52,8,63,2/18/2019 4:39:8,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77095,TX,,1982-01-01 00:00:00,7/20/2021 18:39:8,7/20/2021,SCHPMT,P2P_COMMIT,P2P,7/20/2021,Non-Fraud
0.01,0,28,3,467,,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,85739,AZ,,1997-04-14 00:00:00,7/13/2021 5:17:56,7/13/2021,SCHPMT,P2P_COMMIT,P2P,7/13/2021,Non-Fraud
360.17,2158.67,61,9,4,7/6/2019 3:56:34,cox communications inc.,southwest,nevada,ONLN,DESKTOP,UN_PWD,ALLOW,93247,CA,,2000-08-26 00:00:00,6/27/2021 16:56:34,6/27/2021,SCHPMT,P2P_COMMIT,P2P,6/27/2021,Non-Fraud
487.82,751.01,57,2,147,,comcast cable communications  llc,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,94704,CA,7/8/2018 6:34:46,2003-11-18 00:00:00,4/9/2021 9:0:51,4/9/2021,SCHPMT,P2P_COMMIT,P2P,4/9/2021,Non-Fraud
1074.17,1085.71,65,22,371,,aerioconnect,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,81007,CO,,2019-05-08 00:00:00,5/7/2021 16:12:34,5/7/2021,SCHPMT,P2P_COMMIT,P2P,5/7/2021,Non-Fraud
487.37,3969.66,78,3,0,6/17/2021 17:1:39,charter communications,southeast,alabama,MOBL,MOBILE,UN_PWD,ALLOW,76108,TX,,1991-03-26 00:00:00,6/22/2021 13:1:39,6/22/2021,SCHPMT,P2P_COMMIT,P2P,6/22/2021,Fraud
490.49,5530.49,55,7,0,6/3/2021 12:13:46,,,,MOBL,DESKTOP,UN_PWD,ALLOW,78749,TX,,2001-02-01 00:00:00,5/28/2021 12:13:46,5/28/2021,SCHPMT,P2P_COMMIT,P2P,5/28/2021,Fraud
44.29,0,63,4,67,7/26/2021 14:36:3,att services inc,south central,arkansas,ONLN,MOBILE,UN_PWD,ALLOW,92692,CA,,2015-03-14 00:00:00,3/10/2021 19:36:3,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021,Non-Fraud
494.06,3509.84,60,8,699,3/29/2021 0:56:55,eonix corporation,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,77433,TX,9/30/2019 19:50:5,1979-08-29 00:00:00,2/28/2021 15:14:46,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021,Fraud
11.47,2982.22,19,3,98,1/30/2020 18:21:20,,,,MOBL,MOBILE,UN_PWD,ALLOW,92336,CA,,1999-07-25 00:00:00,5/11/2021 17:21:20,5/11/2021,SCHPMT,P2P_COMMIT,P2P,5/11/2021,Non-Fraud
11.62,4003,72,3,46,11/6/2018 11:37:31,jasper technologies  inc.,southwest,arizona,MOBL,MOBILE,AFA_PL,ALLOW,85616,AZ,,2019-01-26 00:00:00,5/26/2021 5:37:31,5/26/2021,SCHPMT,P2P_COMMIT,P2P,5/26/2021,Non-Fraud
30.92,0,70,5,1250,10/22/2020 7:9:27,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,34608,FL,12/8/2020 6:45:37,2011-05-15 00:00:00,2/1/2021 9:9:27,2/1/2021,SCHPMT,P2P_COMMIT,P2P,2/1/2021,Non-Fraud
143.56,133.21,19,5,1447,1/4/2019 4:34:23,,,,MOBL,TABLET,AFA_PL,CHALLENGE_SUCCESS,33176,FL,1/30/2017 17:39:43,2021-08-02 00:00:00,2021-08-02 00:00:00,2021-08-02 00:00:00,SCHPMT,P2P_COMMIT,P2P,2021-08-02 00:00:00,Non-Fraud
162.79,0,64,6,17,2/21/2017 8:7:20,centurylink communications  llc,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,95037,CA,,2001-02-05 00:00:00,1/24/2021 6:0:51,1/24/2021,SCHPMT,P2P_COMMIT,P2P,1/24/2021,Non-Fraud
0.01,0,62,6,1103,5/24/2017 4:27:37,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,79705,TX,,1997-06-29 00:00:00,1/15/2021 10:27:37,1/15/2021,SCHPMT,P2P_COMMIT,P2P,1/15/2021,Non-Fraud
459.63,0,69,3,103,7/13/2017 9:7:20,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,83642,ID,4/20/2018 16:10:50,2001-11-30 00:00:00,5/19/2021 21:0:51,5/19/2021,SCHPMT,P2P_COMMIT,P2P,5/19/2021,Non-Fraud
63.55,27318.38,68,6,912,10/10/2017 13:7:20,google fiber inc.,southeast,north carolina,ONLN,MOBILE,TOUCH_ID,ALLOW,54901,WI,,1987-01-22 00:00:00,7/6/2021 22:0:51,7/6/2021,SCHPMT,P2P_COMMIT,P2P,7/6/2021,Non-Fraud
384.8,686.06,60,8,2548,,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77478,TX,,2000-11-14 00:00:00,7/30/2021 5:8:43,7/30/2021,SCHPMT,P2P_COMMIT,P2P,7/30/2021,Non-Fraud
0.01,751.02,19,5,2715,,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,94553,CA,,1992-04-19 00:00:00,7/12/2021 6:4:20,7/12/2021,SCHPMT,P2P_COMMIT,P2P,7/12/2021,Non-Fraud
495.88,28977.13,71,20,828,,windstream communications llc,great lakes,minnesota,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,95825,CA,,2018-08-24 00:00:00,7/29/2021 19:50:17,7/29/2021,SCHPMT,P2P_COMMIT,P2P,7/29/2021,Fraud
288.39,4615.17,62,6,722,5/10/2018 13:42:45,comcast,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,33025,FL,,2017-08-07 00:00:00,7/28/2021 10:42:45,7/28/2021,SCHPMT,P2P_COMMIT,P2P,7/28/2021,Non-Fraud
1334.8,205471.4,58,9,138,,cellco partnership dba verizon wireless,mid atlantic,new jersey,MOBL,,TOUCH_ID,ALLOW,91706,CA,,2000-10-02 00:00:00,5/27/2021 11:0:51,5/27/2021,SCHPMT,P2P_COMMIT,P2P,5/27/2021,Non-Fraud
487.88,5107.32,34,4,0,7/29/2020 17:40:11,cellco partnership dba verizon wireless,northeast,massachusetts,ONLN,MOBILE,UN_PWD,ALLOW,29625,SC,2/0/2020 9:50:5,2013-08-01 00:00:00,7/7/2021 12:40:11,7/7/2021,SCHPMT,P2P_COMMIT,P2P,7/7/2021,Fraud
490.43,0.01,39,4,1459,,,,,MOBL,DESKTOP,UN_PWD,CHALLENGE_SUCCESS,76018,TX,5/8/2020 11:36:7,1994-06-27 00:00:00,5/14/2021 19:44:12,5/14/2021,SCHPMT,P2P_COMMIT,P2P,5/14/2021,Fraud
562.4,3197.6,67,3,0,2/28/2020 4:10:5,windstream communications llc,southeast,kentucky,ONLN,MOBILE,FACE_ID,ALLOW,34606,FL,1/0/2020 23:50:5,2003-08-31 00:00:00,2/25/2021 22:10:5,2/25/2021,SCHPMT,P2P_COMMIT,P2P,2/25/2021,Fraud
0.01,0,29,5,133,5/13/2020 4:39:14,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90056,CA,,2005-06-09 00:00:00,7/10/2021 20:39:14,7/10/2021,SCHPMT,P2P_COMMIT,P2P,7/10/2021,Non-Fraud
493.57,2344.67,90,8,5,5/23/2020 10:8:21,,,,MOBL,DESKTOP,UN_PWD,CHALLENGE_SUCCESS,33012,FL,,1963-09-01 00:00:00,1/17/2021 23:8:21,1/17/2021,SCHPMT,P2P_COMMIT,P2P,1/17/2021,Fraud
0.01,3570.27,70,5,706,12/12/2019 11:7:20,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85249,AZ,,1981-07-26 00:00:00,6/15/2021 13:0:51,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021,Non-Fraud
8.95,2399.81,71,3,688,,charter communications,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,85033,AZ,1/14/2019 22:45:37,2010-04-02 00:00:00,6/27/2021 20:27:41,6/27/2021,SCHPMT,P2P_COMMIT,P2P,6/27/2021,Non-Fraud
17.71,0,65,6,139,5/18/2017 14:50:57,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,95815,CA,8/24/2021 11:45:37,1987-03-07 00:00:00,1/29/2021 10:50:57,1/29/2021,SCHPMT,P2P_COMMIT,P2P,1/29/2021,Non-Fraud
455.53,4049.11,68,5,780,,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,94541,CA,7/8/2018 6:45:37,2000-10-26 00:00:00,3/14/2021 6:4:44,3/14/2021,SCHPMT,P2P_COMMIT,P2P,3/14/2021,Non-Fraud
481.98,3503.54,84,4,6,7/18/2019 9:4:59,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,FACE_ID,ALLOW,78363,TX,,1997-07-14 00:00:00,6/20/2021 19:4:59,6/20/2021,SCHPMT,P2P_COMMIT,P2P,6/20/2021,Non-Fraud
28.34,0,44,2,2147,,comcast,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,95139,CA,,2019-05-02 00:00:00,3/16/2021 7:0:51,3/16/2021,SCHPMT,P2P_COMMIT,P2P,3/16/2021,Non-Fraud
495.84,2835.43,68,9,615,7/23/2020 0:24:10,hern labs ab,unknown,ostergotlands lan,MOBL,MOBILE,UN_PWD,ALLOW,52302,IA,,1992-07-01 00:00:00,3/31/2021 15:24:10,3/31/2021,SCHPMT,P2P_COMMIT,P2P,3/31/2021,Fraud
0.01,10364.18,43,3,149,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,91744,CA,,2002-07-10 00:00:00,4/30/2021 9:6:10,4/30/2021,SCHPMT,P2P_COMMIT,P2P,4/30/2021,Non-Fraud
492.47,17829.22,31,4,87,11/10/2021 14:3:39,comcast,southeast,florida,MOBL,MOBILE,UN_PWD,ALLOW,82604,WY,5/18/2020 23:2:35,1996-01-31 00:00:00,6/12/2021 15:3:39,6/12/2021,SCHPMT,P2P_COMMIT,P2P,6/12/2021,Fraud
45.61,13636.36,41,3,385,,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,CHALLENGE_ISSUED,85710,AZ,9/13/2020 6:45:37,1971-06-13 00:00:00,1/27/2021 13:32:6,1/27/2021,SCHPMT,P2P_COMMIT,P2P,1/27/2021,Non-Fraud
487.02,1047.7,38,21,2395,5/1/2018 18:31:54,centurylink communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,80212,CO,1/4/2019 10:14:9,1973-01-28 00:00:00,5/30/2021 5:31:54,5/30/2021,SCHPMT,P2P_COMMIT,P2P,5/30/2021,Non-Fraud
78.32,0,63,36,998,6/25/2020 11:16:9,ben lomand rural telephone cooperative  inc.,southeast,tennessee,MOBL,DESKTOP,AFA_PL,ALLOW,95678,CA,,2000-12-01 00:00:00,1/2/2021 19:16:9,1/2/2021,SCHPMT,P2P_COMMIT,P2P,1/2/2021,Non-Fraud
6,0,63,3,6,1/31/2019 4:48:55,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,95336,CA,10/24/2019 11:0:29,2009-03-07 00:00:00,6/7/2021 7:48:55,6/7/2021,SCHPMT,P2P_COMMIT,P2P,6/7/2021,Non-Fraud
205.52,28172.72,28,3,1001,4/24/2020 8:53:22,charter communications  inc,southwest,california,ONLN,DESKTOP,FACE_ID,ALLOW,56472,MN,,2019-11-17 00:00:00,7/12/2021 20:53:22,7/12/2021,SCHPMT,P2P_COMMIT,P2P,7/12/2021,Fraud
488.87,3798.02,36,7,0,4/23/2021 12:3:12,,,,ONLN,MOBILE,UN_PWD,ALLOW,91784,CA,5/0/2021 16:50:5,1996-06-10 00:00:00,8/25/2021 10:3:12,8/25/2021,SCHPMT,P2P_COMMIT,P2P,8/25/2021,Fraud
458.65,856.05,66,5,502,5/18/2020 4:11:43,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,90230,CA,,2000-02-09 00:00:00,6/25/2021 11:11:43,6/25/2021,SCHPMT,P2P_COMMIT,P2P,6/25/2021,Non-Fraud
11.3,0,64,3,61,7/10/2020 4:12:58,at&t mobility llc,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,85249,AZ,,1998-01-17 00:00:00,5/19/2021 18:12:58,5/19/2021,SCHPMT,P2P_COMMIT,P2P,5/19/2021,Non-Fraud
46.83,0,22,5,512,5/18/2020 5:14:16,cox communications inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,86401,AZ,,1997-05-11 00:00:00,7/15/2021 17:14:16,7/15/2021,SCHPMT,P2P_COMMIT,P2P,7/15/2021,Non-Fraud
1.11,0,34,4,41,1/25/2020 7:7:20,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,FACE_ID,CHALLENGE_SUCCESS,77546,TX,,2002-05-07 00:00:00,5/11/2021 9:0:51,5/11/2021,SCHPMT,P2P_COMMIT,P2P,5/11/2021,Non-Fraud
358.87,20769.31,78,4,0,5/5/2017 8:1:1,charter communications inc,southwest,california,MOBL,,UN_PWD,ALLOW,30033,GA,7/8/2020 6:45:37,2000-08-10 00:00:00,1/14/2021 11:1:1,1/14/2021,SCHPMT,P2P_COMMIT,P2P,1/14/2021,Non-Fraud
75.67,3804.32,49,5,524,6/2/2020 11:39:58,at&t mobility llc,mid atlantic,district of columbia,ONLN,MOBILE,UN_PWD,ALLOW,95618,CA,,1985-05-11 00:00:00,4/29/2021 13:39:58,4/29/2021,SCHPMT,P2P_COMMIT,P2P,4/29/2021,Fraud
312.51,0,39,11,174,,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95973,CA,,2015-06-09 00:00:00,1/4/2021 17:1:41,1/4/2021,SCHPMT,P2P_COMMIT,P2P,1/4/2021,Non-Fraud
500.87,5686.7,80,45,692,7/20/2017 10:10:32,northland cable television inc.,southeast,georgia,MOBL,DESKTOP,FACE_ID,,15243,PA,5/23/2019 11:31:44,2001-05-23 00:00:00,7/1/2021 4:10:32,7/1/2021,SCHPMT,P2P_COMMIT,P2P,7/1/2021,Non-Fraud
15.39,2007.94,22,3,0,6/10/2021 16:40:19,,,,MOBL,MOBILE,UN_PWD,ALLOW,84002,UT,11/17/2020 23:36:6,1967-04-02 00:00:00,2/23/2021 13:40:19,2/23/2021,SCHPMT,P2P_COMMIT,P2P,2/23/2021,Fraud
117.57,3834.82,53,29,74,10/18/2020 13:21:45,google fiber inc.,south central,texas,MOBL,,TOUCH_ID,ALLOW,91331,CA,7/29/2019 14:6:9,2004-10-15 00:00:00,3/27/2021 11:21:45,3/27/2021,SCHPMT,P2P_COMMIT,P2P,3/27/2021,Non-Fraud
495.89,13364.07,36,19,328,11/26/2020 18:16:3,cellco partnership dba verizon wireless,mid atlantic,maryland,ONLN,MOBILE,FACE_ID,ALLOW,80108,CO,,1996-11-18 00:00:00,1/28/2021 2:16:3,1/28/2021,SCHPMT,P2P_COMMIT,P2P,1/28/2021,Fraud
3.13,0,53,3,45,,mci communications services  inc. d/b/a verizon business,mid atlantic,maryland,ONLN,MOBILE,UN_PWD,ALLOW,30039,GA,,2017-04-06 00:00:00,6/17/2021 11:33:57,6/17/2021,SCHPMT,P2P_COMMIT,P2P,6/17/2021,Non-Fraud
491.54,2888.3,20,5,2226,6/3/2020 14:58:22,,,,ONLN,,UN_PWD,ALLOW,14214,NY,11/0/2018 23:3:20,2002-11-21 00:00:00,2/20/2021 20:58:22,2/20/2021,SCHPMT,P2P_COMMIT,P2P,2/20/2021,Fraud
494.15,3478.55,81,0,404,7/3/2019 3:8:53,cogent communications,south central,texas,MOBL,DESKTOP,UN_PWD,CHALLENGE_SUCCESS,95965,CA,,2001-06-01 00:00:00,3/5/2021 17:8:53,3/5/2021,SCHPMT,P2P_COMMIT,P2P,3/5/2021,Fraud
13.63,0,53,3,984,4/6/2020 15:7:20,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,86314,AZ,,2019-02-01 00:00:00,6/26/2021 16:0:51,6/26/2021,SCHPMT,P2P_COMMIT,P2P,6/26/2021,Non-Fraud
491.17,2482.34,78,0,183,,charter communications,mountain,colorado,ONLN,,UN_PWD,ALLOW,78610,TX,4/15/2020 12:40:43,1993-08-07 00:00:00,4/19/2021 7:41:26,4/19/2021,SCHPMT,P2P_COMMIT,P2P,4/19/2021,Fraud
485.71,4020.56,78,3,0,2/16/2020 8:56:55,,,,ONLN,DESKTOP,UN_PWD,ALLOW,7828,NJ,5/13/2020 23:50:5,1997-08-01 00:00:00,2/14/2021 14:14:46,2/14/2021,SCHPMT,P2P_COMMIT,P2P,2/14/2021,Fraud
494.77,1413.09,70,7,1289,12/18/2019 15:33:25,att services inc,southwest,nevada,ONLN,DESKTOP,UN_PWD,ALLOW,87107,NM,,1997-10-01 00:00:00,3/26/2021 14:33:25,3/26/2021,SCHPMT,P2P_COMMIT,P2P,3/26/2021,Fraud
2.98,6607.95,73,3,302,1/18/2020 4:27:32,at&t mobility llc,south central,texas,MOBL,MOBILE,AFA_PL,ALLOW,75043,TX,5/6/2018 7:58:18,2016-09-30 00:00:00,1/3/2021 20:27:32,1/3/2021,SCHPMT,P2P_COMMIT,P2P,1/3/2021,Non-Fraud
93.25,82012.06,71,25,450,,cellco partnership dba verizon wireless,pacific northwest,oregon,ONLN,TABLET,TOUCH_ID,CHALLENGE_SUCCESS,32073,FL,3/12/2020 20:27:56,1973-08-15 00:00:00,3/22/2021 15:49:25,3/22/2021,SCHPMT,P2P_COMMIT,P2P,3/22/2021,Non-Fraud
82.04,0,71,3,258,9/23/2017 4:17:43,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,77090,TX,,2001-10-13 00:00:00,6/16/2021 22:17:43,6/16/2021,SCHPMT,P2P_COMMIT,P2P,6/16/2021,Non-Fraud
468.26,0,61,3,5,,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77079,TX,,2017-01-26 00:00:00,2/21/2021 10:8:31,2/21/2021,SCHPMT,P2P_COMMIT,P2P,2/21/2021,Non-Fraud
15.69,6643.32,64,12,21,4/30/2019 7:7:20,frontier communications of america  inc.,southwest,california,MOBL,DESKTOP,FACE_ID,ALLOW,75219,TX,,2019-08-17 00:00:00,5/11/2021 16:0:51,5/11/2021,SCHPMT,P2P_COMMIT,P2P,5/11/2021,Non-Fraud
0.01,0,20,2,500,,comcast cable communications  llc,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,92313,CA,,2011-12-03 00:00:00,1/8/2021 11:16:30,1/8/2021,SCHPMT,P2P_COMMIT,P2P,1/8/2021,Non-Fraud
79.36,0,55,4,179,8/27/2020 6:8:5,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78717,TX,,1998-04-10 00:00:00,4/12/2021 18:8:5,4/12/2021,SCHPMT,P2P_COMMIT,P2P,4/12/2021,Non-Fraud
117.14,8637.7,37,6,1856,,advanced communications technology,mountain,wyoming,ONLN,,FACE_ID,ALLOW,95070,CA,6/7/2018 6:38:25,2006-09-01 00:00:00,3/16/2021 9:56:32,3/16/2021,SCHPMT,P2P_COMMIT,P2P,3/16/2021,Non-Fraud
495.08,2564.6,45,5,732,11/22/2019 15:4:17,cox communications inc.,south central,oklahoma,MOBL,MOBILE,UN_PWD,ALLOW,91350,CA,8/8/2020 23:34:10,2020-06-03 00:00:00,5/2/2021 20:4:17,5/2/2021,SCHPMT,P2P_COMMIT,P2P,5/2/2021,Fraud
489.74,72347.32,59,6,1313,1/12/2021 17:37:47,t-mobile usa  inc.,southeast,georgia,ONLN,DESKTOP,FACE_ID,ALLOW,94019,CA,3/27/2020 13:50:5,2000-08-15 00:00:00,2/4/2021 16:37:47,2/4/2021,SCHPMT,P2P_COMMIT,P2P,2/4/2021,Fraud
490.71,2836.6,24,5,1420,12/21/2021 19:19:1,comcast,southeast,georgia,MOBL,,UN_PWD,ALLOW,82435,WY,,1982-09-08 00:00:00,4/20/2021 9:19:1,4/20/2021,SCHPMT,P2P_COMMIT,P2P,4/20/2021,Fraud
0.01,0,67,4,502,5/2/2017 6:3:46,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,33614,FL,,1992-10-07 00:00:00,1/6/2021 9:3:46,1/6/2021,SCHPMT,P2P_COMMIT,P2P,1/6/2021,Non-Fraud
0.01,0,63,11,272,,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,85142,AZ,,1997-12-08 00:00:00,2/1/2021 10:42:4,2/1/2021,SCHPMT,P2P_COMMIT,P2P,2/1/2021,Non-Fraud
